区分,順位,順位変動,前回順位,コード,銘柄名,市場,現在値,更新時刻,前日比,前日比%,出来高,売買代金(推計),時価総額,PER,PBR
"値下がり","19","NEW","","593A","ティアフォ","東G","2,028.5","09/22 17:00","-","-","208,000","421,928千円","935億円","-","9.5倍"
"値下がり","20","NEW","","9984","ソフトバン","東P","6,330.0","09/22 17:00","-","-","205,600","1,301,448千円","360,750億円","-","2.0倍"
"値下がり","21","NEW","","7689","コパ･コー","東G","528.9","09/22 17:00","-","-","201,400","106,520千円","16億円","1,567.1倍","2.1倍"
"値下がり","22","NEW","","1783","fanta","東S","71.8","09/22 17:00","-","-","192,600","13,829千円","139億円","49.6倍","1.8倍"
"値下がり","23","↑1","24","8894","REVOL","東S","16.6","09/22 17:00","-","-","188,800","3,134千円","25億円","-","3.1倍"
"値下がり","24","↓9","15","4583","カイオム･","東G","99.8","09/22 17:00","-","-","176,600","17,625千円","79億円","-","5.0倍"
"値下がり","25","NEW","","5803","フジクラ","東P","4,965.0","09/22 17:00","-","-","126,800","629,562千円","82,228億円","25.2倍","13.5倍"
"値下がり","26","NEW","","4883","モダリス","東G","32.7","09/22 17:00","-","-","117,600","3,846千円","32億円","-","1.3倍"
"値下がり","27","NEW","","8306","三菱UFJ","東P","3,620.0","09/22 17:00","-","-","115,000","416,300千円","407,459億円","-","1.8倍"
"値下がり","28","NEW","","5016","JX金属","東P","3,578.0","09/22 17:00","-","-","110,600","395,727千円","34,023億円","24.1倍","5.3倍"
"値下がり","29","NEW","","5801","古河電気工","東P","3,900.0","09/22 17:00","-","-","101,400","395,460千円","27,436億円","26.1倍","6.3倍"
"値下がり","30","NEW","","7203","トヨタ自動","東P","3,024.9","09/22 17:00","-","-","98,600","298,255千円","358,204億円","11.0倍","1.0倍"
